chapter,figure_file,maple_script,script_path,confidence,match_method
practice,practice_ensemble,make_figures.py,practice/make_figures.py,high,python
practice,practice_horizon,make_figures.py,practice/make_figures.py,high,python
practice,practice_assimilation,make_figures.py,practice/make_figures.py,high,python
practice,practice_pod,make_figures.py,practice/make_figures.py,high,python
practice,practice_manifold,make_figures.py,practice/make_figures.py,high,python
practice,practice_koopman,make_figures.py,practice/make_figures.py,high,python
practice,practice_mixing,make_figures.py,practice/make_figures.py,high,python
practice,practice_control,make_figures.py,practice/make_figures.py,high,python
practice,practice_reconstruction,make_figures.py,practice/make_figures.py,high,python
practice,practice_reactor,make_figures.py,practice/make_figures.py,high,python
